duration,frequency,label
93.45887158060076,32.15352494832624,1
18.734511655374508,43.8209326634392,0
26.37224883587149,68.78456767997879,1
83.58991055160547,93.8519070679411,1
40.35818369620942,71.84246152073189,0
48.0293153894195,80.83421663526686,1
36.99522884427677,93.7367832021356,0
25.448806398750342,61.925062078657625,1
95.6473863673321,5.652564559339545,1
43.514627414266826,80.9286915957832,1
8.369645556096582,75.36614290050602,1
70.98185637944316,42.17099036939707,0
5.122175297689346,7.697648733078221,1
78.38648449156031,24.77644835816941,1
81.96335333739991,93.96657678241672,0
18.52920319966069,68.54272162163423,0
48.842560172821806,82.87769320081972,1
5.726533033954917,77.05936693266219,0
43.98585736428593,96.50337684188744,1
76.05243080602766,90.44242520923198,0
27.21860703276085,96.00822683693592,0
19.81519365904282,30.23273398105406,1
83.67376247779174,10.770466285089764,0
48.65758361509882,37.23273039544057,0
20.543113414344827,0.1702928842197915,1
82.2100512679867,45.13627367255752,0
65.546350630201,27.721214682306016,1
41.83501872906259,54.27038607925845,1
32.70124761001274,8.510311502181855,0
13.051712672474114,20.938747173740623,1
51.96699075215959,77.70946155794908,1
98.3140486764941,42.42659295549424,0
40.69147258120708,64.5251860517391,0
3.550501626143776,90.10675614517145,1
14.260162161434389,18.025009928357928,1
89.0220750877351,54.83112929022072,0
89.98020242459177,82.42920224507283,1
39.22224222166905,73.69400587837478,1
42.82664489159465,56.13490211039138,1
30.37848218792214,39.82599761939942,0
50.19615682283381,97.80698571509076,0
19.75258331777662,16.885127921048372,1
36.45526298227817,37.26232599056315,0
87.64521412063398,97.74956962466956,1
68.27606349134673,4.3401071366577,1
53.69885042679434,80.21819763101973,1
50.67765457150533,89.98408765585685,0
85.85447739214472,82.10153243607519,1
41.70318400403916,23.91248434742723,1
13.26322308260016,41.569982367630885,1
29.185237737220493,98.47248251187604,0
75.74235811908947,72.70221681257982,0
41.46993650063792,11.209394447786703,0
41.74806334603795,66.99353628225279,0
4.777939720220203,2.5193344170408416,0
96.75453661622764,57.12079415073522,1
25.597744988945013,5.757792409952467,1
72.99020748369186,50.66048293831464,0
2.0107787588355075,54.41139074045102,0
27.974426354246816,10.664970845695764,0
57.44421682930771,35.6733550214987,1
1.572567434443506,42.10107755478706,0
30.298787887355804,36.3852703712821,0
38.390228174289184,55.80030337417258,0
69.42494041702699,10.149964925118416,1
18.14876798807671,31.524668075157013,1
14.1480043640281,47.989299455290215,1
1.367859272502869,27.331337590431858,0
30.27766438868316,99.701109802252,0
1.310142473694209,20.40627360398043,0
58.57244940709382,4.625236199531868,0
75.64542811138828,47.87995105909079,0
63.88587152789672,13.6045195205745,0
81.79055106087685,90.02537498462607,1
95.19467692827216,14.171967696200817,1
48.40586337268415,7.713945546282453,0
83.41085481556868,26.537134015256505,1
27.4289186429902,35.519297424818376,1
89.11839059328777,67.93445107071277,0
74.93997549140332,19.876449479194925,0
98.21842562982144,6.477941080831517,0
88.27233230855882,68.27056451526798,0
68.99490511640514,90.1023379584917,1
86.1877029928612,76.39181538748883,0
62.037566585728456,57.361324636232894,0
9.370741284040385,76.89757388953154,1
37.69033350944753,82.88320721574182,1
15.25100106283418,98.17644733993036,0
68.1568309454344,96.93707065423888,0
62.693503407792015,1.3131789300107832,0
8.547932937725067,41.59789317126978,1
27.543850268796863,29.15230014939181,1
37.06074908216929,99.19009158609768,0
43.41729511553664,13.388338839700952,1
40.76004244021668,17.188434594707548,0
31.376445997837187,12.728777380765244,0
19.196838013498564,64.09022980901825,1
28.257769378383767,20.69457832578445,0
84.28836038006115,91.07124548268156,1
16.734818163914177,20.88880436255373,0
99.4097859155554,88.42852531171502,0
28.02686302700972,88.02524987370789,1
77.53592539346208,37.87035089090615,1
3.80495421820245,17.144508501319756,0
75.02083411038238,4.642670964606688,0
64.71250088208016,62.82118329755131,1
4.774563206166215,98.33313646413102,0
47.11810703806033,19.917772678084688,0
51.90596535175776,53.98494013013227,0
21.423637860900257,88.2734254244448,1
29.18624381598381,5.701891968189154,1
5.525939498934484,71.06100427763405,1
64.22611353465885,36.53476414269225,1
20.88475643051437,87.62361643724373,1
22.355507699947477,35.614723470844154,1
77.39869265830845,74.22459239800251,0
68.39178167231249,74.71715117791894,0
69.91033454966622,81.90077413102836,1
62.10263427605247,35.81327096222338,1
35.94100156536872,5.185132377682377,1
59.38800623140573,90.686995707557,1
15.539084206959965,25.38612312124345,0
26.75361768630076,30.78567096715272,1
51.14633132509338,54.78491172634914,0
57.22747053792423,69.93210967645432,1
40.31716272639688,32.436759277367564,1
5.8057230540798805,50.00905891909721,1
6.175805698889714,85.31564996340826,0
37.08261370346566,24.444901445092537,0
32.27899051733556,22.823154635979613,1
79.1977258361143,23.42393244098096,1
92.8662616850727,98.74854607583798,1
62.30935491143728,9.669826362498224,1
28.157964443488535,46.63730127346744,1
5.114509091983777,69.03213324975071,0
85.3424476083107,93.56588747355124,0
83.30096819165531,86.72011535453021,1
55.63724143841,84.61421344614449,0
59.01011318269298,38.31370587667152,1
37.86972591165218,26.575837008311943,1
77.49306546209846,58.27979027604007,1
17.746940343568085,24.86283932062333,0
7.875647532388075,24.41431241657954,1
19.65337553385599,1.1161171220678057,1
81.87249419202992,64.92453802780075,1
37.440023755620935,80.56207222784194,0
7.820497057512088,7.837155610210889,1
47.55081389806395,12.528058731804348,1
45.80180357489608,81.87387941038021,0
38.57317715115708,29.265856548718872,0
23.893487289877857,1.0759627733721189,1
87.09056968026972,23.81869741068636,1
26.35346293463343,25.044135598413146,1
78.0882700592119,91.21232118871566,1
39.53029787374764,49.8797187424148,0
55.76602792634722,36.05887344952515,1
24.359448679870088,46.29598660234275,1
77.10412809454783,18.59399735850837,0
79.64979491620487,23.68711117209954,1
76.43570798089601,74.98418639519113,0
7.931921392703045,55.013380538865086,0
7.105076907013452,5.717482307279898,1
55.66727512736973,77.25834911361015,1
5.240180172310449,73.95570748733924,1
16.040903404170383,46.48520779379805,0
56.27357613656471,43.43203687077225,1
6.773247393081883,46.9480673549654,0
55.57451850761444,79.60747801050977,0
5.434519983759745,86.6877382680919,0
3.1694604705326146,10.106272211687608,1
59.20645124570253,12.661684676328656,0
92.85344264457484,84.75678265674941,1
49.203619615394025,88.35878048139682,0
95.33849805185396,23.601637225606385,0
66.60774354165795,96.70540753993124,1
25.48660387290832,87.96396621606073,1
76.53757023726536,41.35932641071538,1
81.0750726313697,14.023779449966112,0
97.72071881954489,60.04184683296544,0
40.66423609733276,62.771903079010535,1
37.14476118685084,37.1073494453358,0
24.640853774203297,86.14294482052482,1
11.154176638972457,87.97937838180732,0
44.62868911283462,10.909358826958185,0
90.36352239755648,80.07233272880465,1
86.61128276672984,34.28479597856129,1
66.62243607518849,16.704476142524115,1
10.1634687466167,40.92490882891404,1
7.189265945065404,76.5850251577825,0
28.33020637500201,96.93900005378124,1
44.553612759576765,33.74581516432721,1
82.15420316498293,0.9121343559220674,1
7.978180966856896,60.92484813330204,1
63.69157625550557,81.79381788493792,0
78.91437761642577,51.2746827716945,0
56.23596920655986,51.63757099718169,0
87.63796061541568,65.21592295633572,1
24.87138929713829,0.7306153396356208,1
5.374213874277856,5.887770145668025,0
38.937296489415615,27.500461132157696,0
49.03865167652,64.50408607843123,0
8.266057763802625,64.59948634224499,1
89.1425023394681,32.253501818490804,0
50.20759316839523,21.86222265056682,0
24.30419180856258,1.6660632284966836,0
10.58862209083361,16.217050284114176,1
78.90151735886558,62.232399945947,0
50.55119394119812,85.20017158854077,1
18.341180652094213,96.03694996849926,1
76.94612682718382,62.02282411555333,0
